word,tf-idf
communities,0.9846153846153848
distinction,0.979591836734694
inform,0.975609756097561
meeting,0.9743589743589745
benefits,0.970873786407767
rich,0.9696969696969696
responses,0.9696969696969696
plans,0.9696969696969696
stronger,0.9696969696969696
ways,0.9690721649484536
outputs,0.9662921348314608
perception,0.9629629629629628
deemed,0.9629629629629628
advance,0.9629629629629628
perceptions,0.96
processes,0.96
faced,0.9565217391304348
submit,0.9565217391304348
program,0.954954954954955
wish,0.953846153846154
ago,0.9523809523809524
closer,0.9523809523809524
vast,0.9523809523809524
toward,0.9523809523809524
kinds,0.9473684210526316
facing,0.9473684210526316
unlike,0.9473684210526316
held,0.9473684210526316
african,0.9473684210526316
harm,0.9473684210526316
internet,0.9473684210526316
distinguishing,0.9411764705882352
fewer,0.9411764705882352
designing,0.9411764705882352
finds,0.9411764705882352
boundaries,0.9411764705882352
inherent,0.9411764705882352
gets,0.9411764705882352
hold,0.9333333333333332
didn’t,0.9333333333333332
encouraging,0.9333333333333332
uk,0.9333333333333332
narrow,0.9333333333333332
nations,0.9333333333333332
randomised,0.9333333333333332
co-authorship,0.9333333333333332
drive,0.9333333333333332
it’s,0.9247311827956988
quote,0.9230769230769232
decision-making,0.9230769230769232
framed,0.9230769230769232
desire,0.9230769230769232
conferences,0.9230769230769232
talking,0.9230769230769232
contextualize,0.9230769230769232
regarded,0.9230769230769232
haven’t,0.9230769230769232
cycle,0.9230769230769232
scientific,0.9212827988338192
forward,0.9113924050632912
extends,0.9090909090909092
individually,0.9090909090909092
linkage,0.9090909090909092
investment,0.9090909090909092
third-party,0.9090909090909092
wider,0.9056603773584906
nonetheless,0.9032258064516128
scope,0.8990825688073395
providers,0.8979591836734694
process,0.896358543417367
goes,0.8936170212765957
european,0.8936170212765957
relied,0.8888888888888888
seemingly,0.8888888888888888
italian,0.8888888888888888
discover,0.8888888888888888
inconsistency,0.8888888888888888
gather,0.8888888888888888
useless,0.8888888888888888
consultation,0.8888888888888888
analytics,0.8888888888888888
worded,0.8888888888888888
clarifying,0.8888888888888888
judged,0.8888888888888888
benchmarks,0.8888888888888888
myriad,0.8888888888888888
“only,0.8888888888888888
subsections,0.8888888888888888
backed,0.8888888888888888
unpublished,0.8888888888888888
okay,0.8888888888888888
outset,0.8888888888888888
equitable,0.8888888888888888
push,0.8888888888888888
wiley,0.8888888888888888
attribution,0.8888888888888888
trade,0.8888888888888888
relying,0.8888888888888888
so-called,0.8888888888888888
ex,0.8888888888888888
participating,0.8888888888888888
comprehensively,0.8888888888888888
“one,0.8888888888888888
quantifying,0.8888888888888888
interoperable,0.8888888888888888
breaking,0.8888888888888888
intentionally,0.8888888888888888
seeks,0.8888888888888888
recipients,0.8888888888888888
elsewhere,0.8837209302325582
insights,0.8813559322033898
registry,0.88
myself,0.88
recognition,0.88
reviewing,0.8780487804878049
lab,0.8764044943820225
weak,0.8717948717948718
regional,0.8695652173913043
themselves,0.8686868686868687
review,0.864516129032258
wonder,0.8631578947368421
raised,0.8627450980392157
para,0.8627450980392157
experts,0.8627450980392157
access,0.8621908127208481
thinks,0.8571428571428571
well-structured,0.8571428571428571
paper's,0.8571428571428571
guiding,0.8571428571428571
breadth,0.8571428571428571
college,0.8571428571428571
snowball,0.8571428571428571
unintended,0.8571428571428571
unreliable,0.8571428571428571
struggle,0.8571428571428571
margin,0.8571428571428571
economies,0.8571428571428571
patents,0.8571428571428571
italy,0.8571428571428571
david,0.8571428571428571
writes,0.8571428571428571
meta-analyses,0.8571428571428571
hurdles,0.8571428571428571
vietnamese,0.8571428571428571
finishes,0.8571428571428571
began,0.8571428571428571
one’s,0.8571428571428571
historically,0.8571428571428571
spending,0.8571428571428571
passing,0.8571428571428571
advertised,0.8571428571428571
“how,0.8571428571428571
confer,0.8571428571428571
immensely,0.8571428571428571
operator,0.8571428571428571
detrimental,0.8571428571428571
responsibilities,0.8571428571428571
attending,0.8571428571428571
auto,0.8571428571428571
negatively,0.8571428571428571
quality”,0.8571428571428571
objectively,0.8571428571428571
engineering,0.8571428571428571
dealt,0.8571428571428571
diverse,0.8571428571428571
confidentiality,0.8571428571428571
permits,0.8571428571428571
informal,0.8571428571428571
acknowledge,0.8571428571428571
arose,0.8571428571428571
reality,0.8571428571428571
maximize,0.8571428571428571
dialogue,0.8571428571428571
undertake,0.8571428571428571
remedy,0.8571428571428571
focusing,0.851063829787234
subjective,0.8421052631578947
motivations,0.8421052631578947
worthwhile,0.8387096774193549
warranted,0.8387096774193549
trust,0.8387096774193549
exercise,0.8387096774193549
categories,0.8351648351648352
matching,0.8292682926829268
argue,0.8275862068965517
searches,0.8275862068965517
opinions,0.8275862068965517
feels,0.8275862068965517
collaborative,0.8275862068965517
readership,0.8275862068965517
cost,0.8247422680412371
reflection,0.8235294117647058
market,0.8235294117647058
aiming,0.8235294117647058
answered,0.8235294117647058
away,0.8205128205128205
worth,0.8176100628930818
ensure,0.8173913043478261
methodological,0.8172043010752689
assessment,0.8154506437768241
record,0.8148148148148148
visits,0.8148148148148148
accessibility,0.8148148148148148
happy,0.8148148148148148
achieve,0.8135593220338984
beyond,0.8091603053435115
box,0.8070175438596491
promises,0.8
journey,0.8
capacity,0.8
“quality,0.8
gauge,0.8
virtue,0.8
spark,0.8
prospect,0.8
equally,0.8
speeding,0.8
distortion,0.8
washing,0.8
454,0.8
1988,0.8
insurance,0.8
tradition,0.8
decent,0.8
collaborate,0.8
creative,0.8
undefined,0.8
tendency,0.8
etc…,0.8
ordinal,0.8
credentials,0.8
historic,0.8
cvs,0.8
perceive,0.8
groundbreaking,0.8
hasn’t,0.8
remainder,0.8
post-hoc,0.8
time”,0.8
citizen,0.8
